,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc,power/W
489,scanUniformUpdate,1800,4500,input00,uniformUpdate,1.6487,(65536 1 1) (256 1 1),524288.0,0.8731059999999999,0.9706,0.9974,0.131482,1.0,1638400,152.23,8454144,14.333332999999998,150.41,8388608,16.0,0.0,8396929,150.84,8384762,151.1,8454395,153.51,8388621,152.32,524288,37.955999999999996,1.0,65536,4.7348,1.0,153.75,8454144,152.56,152.11,0.0,153.3,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.127424,127.94401999999998
490,scanUniformUpdate,1800,5000,input00,uniformUpdate,1.4987,(65536 1 1) (256 1 1),524288.0,0.869265,0.9706,0.9973,0.144421,1.0,1638400,166.93,8454144,14.333332999999998,166.45,8388608,16.0,0.0,8396897,166.69,8384569,167.76,8454358,168.75,8388621,167.44,524288,41.711999999999996,1.0,65536,5.2033,1.0,168.63,8454144,167.33,167.43,0.0,168.73,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.140399,136.52042999999998
491,scanUniformUpdate,1800,5500,input00,uniformUpdate,1.3515,(65536 1 1) (256 1 1),524288.0,0.867676,0.9706,0.997,0.160375,1.0,1638400,186.53,8454144,14.333332999999998,184.77,8388608,16.0,0.0,8396854,186.89,8384245,185.19,8454402,188.37,8389389,186.92,524288,46.341,1.0,65536,5.7928,1.0,187.46,8454144,186.0,186.05,0.0,187.51,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.155475,142.05958
492,scanUniformUpdate,1900,4000,input00,uniformUpdate,1.883,(65536 1 1) (256 1 1),524288.0,0.873291,0.9706,0.9973,0.10943599999999999,1.0,1638400,133.05,8454144,14.333332999999998,131.1,8388608,16.0,0.0,8396856,132.7,8384781,133.0,8454465,133.51,8388632,132.46,524288,33.096,1.0,65536,4.1397,1.0,133.53,8454144,132.5,133.21,0.0,134.25,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.106906,120.67136
493,scanUniformUpdate,1900,4500,input00,uniformUpdate,1.6507,(65536 1 1) (256 1 1),524288.0,0.870906,0.9706,0.997,0.125693,1.0,1638400,151.66,8454144,14.333332999999998,150.3,8388608,16.0,0.0,8396964,152.15,8384164,151.88,8454397,153.13,8388621,151.94,524288,37.99,1.0,65536,4.7339,1.0,152.79,8454144,151.61,152.37,0.0,153.56,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.122177,127.40906999999996
494,scanUniformUpdate,1900,5000,input00,uniformUpdate,1.5004,(65536 1 1) (256 1 1),524288.0,0.86724,0.9706,0.9973,0.13834100000000002,1.0,1638400,167.45,8454144,14.333332999999998,166.1,8388608,16.0,0.0,8396852,167.51,8386103,168.11,8454408,169.51,8388632,168.19,524288,41.773999999999994,1.0,65536,5.1977,1.0,169.25,8454144,167.94,167.75,0.0,169.06,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.134778,135.84869
495,scanUniformUpdate,1900,5500,input00,uniformUpdate,1.3506,(65536 1 1) (256 1 1),524288.0,0.868059,0.9706,0.9971,0.153778,1.0,1638400,186.18,8454144,14.333332999999998,184.71,8388608,16.0,0.0,8396922,186.62,8386211,187.24,8454355,187.33,8388632,185.87,524288,46.257,1.0,65536,5.7807,1.0,186.81,8454144,185.37,185.92,0.0,187.38,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.149402,141.97241
496,scanUniformUpdate,2000,4000,input00,uniformUpdate,1.8826,(65536 1 1) (256 1 1),524288.0,0.8701139999999999,0.9706,0.997,0.12892,1.0,1638400,133.26,8454144,14.333332999999998,132.34,8388608,16.0,0.0,8396945,131.47,8387096,131.79,8454439,132.85,8388621,131.82,524288,32.887,1.0,65536,4.1202,1.0,134.62,8454144,133.57,133.33,0.0,134.37,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.101151,122.11524
497,scanUniformUpdate,2000,4500,input00,uniformUpdate,1.6544,(65536 1 1) (256 1 1),524288.0,0.872483,0.9706,0.9975,0.118663,1.0,1638400,151.7,8454144,14.333332999999998,150.67,8388608,16.0,0.0,8409897,152.21,8383669,151.04,8460584,153.44,8388621,151.97,524288,37.801,1.0,65536,4.6967,1.0,152.43,8454144,151.25,151.64,0.0,152.82,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.11514300000000001,130.5821
498,scanUniformUpdate,2000,5000,input00,uniformUpdate,1.5034,(65536 1 1) (256 1 1),524288.0,0.8693350000000001,0.9706,0.9972,0.130491,1.0,1638400,167.05,8454144,14.333332999999998,165.39,8388608,16.0,0.0,8396925,167.25,8386701,167.54,8454356,169.18,8388621,167.86,524288,41.435,1.0,65536,5.1595,1.0,168.7,8454144,167.39,167.49,0.0,168.8,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.12697999999999998,138.63112999999998
499,scanUniformUpdate,2000,5500,input00,uniformUpdate,1.3544,(65536 1 1) (256 1 1),524288.0,0.870085,0.9706,0.9971,0.145561,1.0,1638400,186.06,8454144,14.333332999999998,183.69,8388608,16.0,0.0,8418807,186.7,8383497,185.84,8496153,187.62,8388632,185.71,524288,46.08,1.0,65536,5.7593,1.0,186.69,8454144,185.24,184.65,0.0,186.09,8454144,0,0,0.0,0,0,167903232.0,0,0,10813440,20.625,0.141876,145.03656999999995
504,sortingNetworks,1600,4000,input00,bitonicSortShared1,2.0814,(8192 1 1) (512 1 1),131072.0,0.9918469999999999,0.8123,0.9962,1.3821450000000002,1.0,17351914,30.259,4194304,8.0,30.274,2097152,4.0,0.5,2097417,30.176,2094472,30.291999999999998,2098556,30.203000000000003,2098725,30.197,43213450,2482.0,1.675529,41344088,2180.7,1.6642029999999999,27.808000000000003,2097152,27.808000000000003,27.759,0.5,27.759,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094085,156.40882
505,sortingNetworks,1600,4500,input00,bitonicSortShared1,2.0753,(8192 1 1) (512 1 1),131072.0,0.9919549999999999,0.8123,0.9966,1.3823729999999999,1.0,17351914,27.82,4194304,8.0,27.766,2097152,4.0,0.5,2097593,27.533,2095830,27.521,2098648,27.748,2097165,27.724,43213450,2280.5,1.675529,41344088,2177.9,1.6642029999999999,27.671999999999997,2097152,27.671999999999997,27.765,0.5,27.765,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.09469,159.03589000000005
506,sortingNetworks,1600,5000,input00,bitonicSortShared1,2.0792,(8192 1 1) (512 1 1),131072.0,0.991819,0.8123,0.9961,1.382549,1.0,17351914,30.329,4194304,8.0,30.114,2097152,4.0,0.5,2097781,30.340999999999998,2092186,30.25,2098724,30.365,2097165,30.34,43213450,2490.9,1.675529,41344088,2379.1,1.6642029999999999,27.675,2097152,27.675,27.726999999999997,0.5,27.726999999999997,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094974,162.32166999999995
507,sortingNetworks,1600,5500,input00,bitonicSortShared1,2.0741,(8192 1 1) (512 1 1),131072.0,0.991975,0.8123,0.9965,1.382815,1.0,17351914,27.826,4194304,8.0,27.625999999999998,2097152,4.0,0.5,2097546,27.833000000000002,2093179,27.631,2098566,27.616,2097165,27.592,43213450,2285.6,1.675529,41344088,2183.1,1.6642029999999999,27.549,2097152,27.549,27.730999999999998,0.5,27.730999999999998,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.0952540000000002,163.50078000000005
500,sortingNetworks,1700,4000,input00,bitonicSortShared1,1.9556,(8192 1 1) (512 1 1),131072.0,0.991966,0.8123,0.9967,1.3827209999999999,1.0,17351914,27.628,4194304,8.0,27.677,2097152,4.0,0.5,2097464,27.73,2095252,27.708000000000002,2098518,27.616999999999997,2097944,27.603,43213450,2273.6,1.675529,41344088,2179.0,1.6642029999999999,27.535999999999998,2097152,27.535999999999998,27.656999999999996,0.5,27.656999999999996,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.093699,161.09322999999995
501,sortingNetworks,1700,4500,input00,bitonicSortShared1,1.9673,(8192 1 1) (512 1 1),131072.0,0.991836,0.8123,0.9963,1.3823450000000002,1.0,17351914,32.095,4194304,8.0,32.155,2097152,4.0,0.5,2097437,32.207,2095346,32.012,2098497,32.131,2097165,32.105,43213450,2645.4,1.675529,41344088,2183.1,1.6642029999999999,27.730999999999998,2097152,27.730999999999998,27.725,0.5,27.725,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094357,161.98028
502,sortingNetworks,1700,5000,input00,bitonicSortShared1,1.964,(8192 1 1) (512 1 1),131072.0,0.9918370000000001,0.8123,0.9966,1.382839,1.0,17351914,32.166,4194304,8.0,32.17,2097152,4.0,0.5,2097552,32.061,2094801,32.183,2098519,32.139,2097165,32.114000000000004,43213450,2281.8,1.675529,41344088,2182.3,1.6642029999999999,27.678,2097152,27.678,27.773000000000003,0.5,27.773000000000003,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094661,168.83999
503,sortingNetworks,1700,5500,input00,bitonicSortShared1,1.9639,(8192 1 1) (512 1 1),131072.0,0.9918459999999999,0.8123,0.9963,1.382527,1.0,17351914,32.227,4194304,8.0,32.104,2097152,4.0,0.5,2097593,32.06,2093252,32.162,2098515,32.143,2097176,32.116,43213450,2646.7,1.675529,41344088,2180.6,1.6642029999999999,27.655,2097152,27.655,27.753,0.5,27.753,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.095143,171.40913
508,sortingNetworks,1800,4000,input00,bitonicSortShared1,1.8485,(8192 1 1) (512 1 1),131072.0,0.991917,0.8123,0.9961,1.382144,1.0,17351914,27.528000000000002,4194304,8.0,27.67,2097152,4.0,0.5,2097392,27.78,2093239,27.456,2098560,27.715999999999998,2097165,27.693,43213450,2285.8,1.675529,41344088,2179.5,1.6642029999999999,27.791999999999998,2097152,27.791999999999998,27.653000000000002,0.5,27.653000000000002,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.093602,167.13040999999996
509,sortingNetworks,1800,4500,input00,bitonicSortShared1,1.8659999999999999,(8192 1 1) (512 1 1),131072.0,0.991819,0.8123,0.9965,1.381823,1.0,17351914,34.03,4194304,8.0,34.031,2097152,4.0,0.5,2097372,33.92,2095372,34.056999999999995,2098493,34.071999999999996,2097176,34.043,43213450,2423.4,1.675529,41344088,2178.5,1.6642029999999999,27.639,2097152,27.639,27.785999999999998,0.5,27.785999999999998,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.0941670000000001,171.86045
510,sortingNetworks,1800,5000,input00,bitonicSortShared1,1.8637,(8192 1 1) (512 1 1),131072.0,0.99182,0.8123,0.9966,1.382349,1.0,17351914,33.974000000000004,4194304,8.0,33.976,2097152,4.0,0.5,2097374,33.92,2093227,34.038000000000004,2098598,33.965,2097176,33.934,43213450,2368.7,1.675529,41344088,2184.4,1.6642029999999999,27.730999999999998,2097152,27.730999999999998,27.741,0.5,27.741,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.09466,175.10992000000005
511,sortingNetworks,1800,5500,input00,bitonicSortShared1,1.8455,(8192 1 1) (512 1 1),131072.0,0.991859,0.8123,0.996,1.382475,1.0,17351914,27.735,4194304,8.0,27.584,2097152,4.0,0.5,2097638,27.799,2093705,27.605999999999998,2098802,27.781,2097165,27.756,43213450,2277.9,1.675529,41344088,2180.0,1.6642029999999999,27.754,2097152,27.754,27.695,0.5,27.695,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.0948790000000002,177.69602999999995
512,sortingNetworks,1900,4000,input00,bitonicSortShared1,1.7633,(8192 1 1) (512 1 1),131072.0,0.991985,0.8123,0.9961,1.382655,1.0,17351914,27.906999999999996,4194304,8.0,27.86,2097152,4.0,0.5,2097462,27.959,2093641,27.616999999999997,2098672,27.851999999999997,2097204,27.828000000000003,43213450,2295.6,1.675529,41344088,2193.2,1.6642029999999999,27.921999999999997,2097152,27.921999999999997,27.913,0.5,27.913,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.093409,173.35102999999995
513,sortingNetworks,1900,4500,input00,bitonicSortShared1,1.7827,(8192 1 1) (512 1 1),131072.0,0.9917879999999999,0.8123,0.9964,1.382193,1.0,17351914,35.654,4194304,8.0,35.73,2097152,4.0,0.5,2097433,35.726,2095390,35.691,2098582,35.766,2097165,35.734,43213450,2362.0,1.675529,41344088,2197.4,1.6642029999999999,27.826999999999998,2097152,27.826999999999998,27.826,0.5,27.826,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.093913,174.00081999999998
514,sortingNetworks,1900,5000,input00,bitonicSortShared1,1.7646,(8192 1 1) (512 1 1),131072.0,0.991992,0.8123,0.9961,1.382655,1.0,17351914,27.874000000000002,4194304,8.0,27.877,2097152,4.0,0.5,2097477,27.979,2095072,27.796,2098632,27.86,2097187,27.835,43213450,2293.4,1.675529,41344088,2194.4,1.6642029999999999,27.933000000000003,2097152,27.933000000000003,27.831999999999997,0.5,27.831999999999997,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.09437,176.85057
515,sortingNetworks,1900,5500,input00,bitonicSortShared1,1.7888,(8192 1 1) (512 1 1),131072.0,0.991826,0.8123,0.9966,1.382524,1.0,17351914,35.616,4194304,8.0,35.548,2097152,4.0,0.5,2097371,35.681,2092691,35.608000000000004,2098651,35.653,2097165,35.62,43213450,2935.8,1.675529,41344088,2808.6,1.6642029999999999,28.171999999999997,2097152,28.171999999999997,27.962,0.5,27.962,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.0947770000000001,180.67898
516,sortingNetworks,2000,4000,input00,bitonicSortShared1,1.6757,(8192 1 1) (512 1 1),131072.0,0.991858,0.8123,0.9963,1.382578,1.0,17351914,29.128,4194304,8.0,28.971999999999998,2097152,4.0,0.5,2097539,28.964000000000002,2094874,29.101999999999997,2098574,29.061999999999998,2097165,29.035999999999998,43213450,2392.2,1.675529,41344088,2285.0,1.6642029999999999,28.986,2097152,28.986,29.090999999999998,0.5,29.090999999999998,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.0929229999999999,179.62288999999996
517,sortingNetworks,2000,4500,input00,bitonicSortShared1,1.6887,(8192 1 1) (512 1 1),131072.0,0.9918399999999999,0.8123,0.9964,1.381837,1.0,17351914,37.596,4194304,8.0,37.391999999999996,2097152,4.0,0.5,2097412,37.385999999999996,2093820,37.543,2098620,37.510999999999996,2097187,37.481,43213450,2665.6,1.675529,41344088,2289.1,1.6642029999999999,29.081999999999997,2097152,29.081999999999997,29.087,0.5,29.087,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.093576,182.35316999999995
518,sortingNetworks,2000,5000,input00,bitonicSortShared1,1.704,(8192 1 1) (512 1 1),131072.0,0.991857,0.8123,0.9964,1.382496,1.0,17351914,37.473,4194304,8.0,37.553000000000004,2097152,4.0,0.5,2097461,37.611,2092583,37.534,2098681,37.656,2097165,37.623000000000005,43213450,2516.6,1.675529,41344088,2290.4,1.6642029999999999,29.044,2097152,29.044,29.151,0.5,29.151,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094393,186.044
519,sortingNetworks,2000,5500,input00,bitonicSortShared1,1.7146,(8192 1 1) (512 1 1),131072.0,0.991814,0.8123,0.9965,1.383011,1.0,17351914,37.625,4194304,8.0,37.484,2097152,4.0,0.5,2121701,37.863,2092317,37.547,2153351,38.049,2097176,37.568000000000005,43213450,2446.3,1.675529,41344088,2294.8,1.6642029999999999,29.163,2097152,29.163,29.109,0.5,29.109,2097152,0,0,0.0,0,0,578809236.0,0,0,102064742,778.692184,1.094741,188.50561
524,srad,1600,4000,input00,srad_cuda_1,3.9837,(256 512 1) (16 16 1),1048576.0,0.976246,0.9132,0.9988,2.378715,0.9191,38797320,96.715,33619968,6.397506,160.54,20971520,4.0,0.625,4196811,32.135,20974009,159.39,12608467,95.84100000000001,20973083,159.42,7602176,232.64,1.45,7318535,224.37,0.9954049999999999,96.219,12607488,160.05,160.66,0.5556,161.03,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.784882,235.43342
525,srad,1600,4500,input00,srad_cuda_1,3.844,(256 512 1) (16 16 1),1048576.0,0.974917,0.9132,0.9987,2.484913,0.9191,38797320,101.43,33619968,6.397506,168.17,20971520,4.0,0.625,4196197,33.777,20969890,168.81,12608249,100.04,20972336,166.4,7602176,243.47,1.45,7318535,235.38,0.9954049999999999,101.15,12607488,168.26,168.25,0.5556,168.64,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.874123,245.61591
526,srad,1600,5000,input00,srad_cuda_1,3.8092,(256 512 1) (16 16 1),1048576.0,0.9745799999999999,0.9132,0.9989,2.507279,0.9191,38797320,102.18,33619968,6.397506,170.11,20971520,4.0,0.625,4196019,33.959,20972279,157.96,12608460,100.44,20971716,167.06,7602176,246.43,1.45,7318535,237.81,0.9954049999999999,101.87,12607488,169.45,170.98,0.5556,171.38,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.8933799999999998,251.39295
527,srad,1600,5500,input00,srad_cuda_1,3.7419,(256 512 1) (16 16 1),1048576.0,0.973916,0.9132,0.9989,2.522207,0.9191,38797320,104.23,33619968,6.397506,172.27,20971520,4.0,0.625,4196017,34.65,20971681,172.41,12608195,95.897,20971706,159.51,7602176,246.66,1.45,7318535,241.3,0.9954049999999999,103.86,12607488,172.76,172.77,0.5556,173.18,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.92645,257.02531000000005
520,srad,1700,4000,input00,srad_cuda_1,3.9358,(256 512 1) (16 16 1),1048576.0,0.9766309999999999,0.9132,0.9985,2.353038,0.9191,38797320,101.42,33619968,6.397506,169.31,20971520,4.0,0.625,4196724,33.704,20972314,154.86,12608353,100.38,20973578,166.97,7602176,245.78,1.45,7318535,236.1,0.9954049999999999,100.88,12607488,167.8,168.52,0.5556,168.92,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.7737889999999998,242.67947
521,srad,1700,4500,input00,srad_cuda_1,3.6714,(256 512 1) (16 16 1),1048576.0,0.975131,0.9132,0.9986,2.467841,0.9191,38797320,106.85,33619968,6.397506,177.6,20971520,4.0,0.625,4196264,35.615,20969901,156.18,12608337,93.749,20971544,155.93,7602176,253.32,1.45,7318535,247.52,0.9954049999999999,106.57,12607488,177.26,177.56,0.5556,177.98,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.8581860000000001,253.8781
522,srad,1700,5000,input00,srad_cuda_1,3.6199,(256 512 1) (16 16 1),1048576.0,0.974707,0.9132,0.9985,2.497261,0.9191,38797320,107.93,33619968,6.397506,179.72,20971520,4.0,0.625,4196168,36.054,20971470,158.44,12608167,104.57,20971566,173.93,7602176,261.34,1.45,7318535,251.39,0.9954049999999999,108.37,12607488,180.26,179.93,0.5556,180.35,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.8849099999999999,262.59896999999995
523,srad,1700,5500,input00,srad_cuda_1,3.572,(256 512 1) (16 16 1),1048576.0,0.974233,0.9132,0.9988,2.515602,0.9191,38797320,109.69,33619968,6.397506,182.35,20971520,4.0,0.625,4195928,36.552,20969902,183.0,12608282,109.72,20971555,182.5,7602176,263.62,1.45,7318535,254.45,0.9954049999999999,109.6,12607488,182.32,181.95,0.5556,182.37,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.909405,267.30007
528,srad,1800,4000,input00,srad_cuda_1,3.8544,(256 512 1) (16 16 1),1048576.0,0.977419,0.9132,0.9985,2.265662,0.9191,38797320,104.01,33619968,6.397506,172.02,20971520,4.0,0.625,4196966,34.586999999999996,20971521,169.96,12608139,103.08,20971555,171.45,7602176,250.2,1.45,7318535,241.59,0.9954049999999999,102.82,12607488,171.04,166.61,0.5556,167.0,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.711169,247.05309
529,srad,1800,4500,input00,srad_cuda_1,3.5375,(256 512 1) (16 16 1),1048576.0,0.975873,0.9132,0.9982,2.412931,0.9191,38797320,110.32,33619968,6.397506,183.45,20971520,4.0,0.625,4196614,36.766,20971470,158.91,12608220,105.24,20971533,175.05,7602176,266.17,1.45,7318535,255.82,0.9954049999999999,110.25,12607488,183.38,183.27,0.5556,183.7,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.8152650000000001,263.92652000000004
530,srad,1800,5000,input00,srad_cuda_1,3.4547,(256 512 1) (16 16 1),1048576.0,0.974931,0.9132,0.9983,2.481766,0.9191,38797320,113.49,33619968,6.397506,189.27,20971520,4.0,0.625,4196190,37.858000000000004,20969918,170.13,12608143,108.66,20971555,180.73,7602176,273.95,1.45,7318535,264.09,0.9954049999999999,113.79,12607488,189.28,188.89,0.5556,189.33,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.868886,273.08973000000003
531,srad,1800,5500,input00,srad_cuda_1,3.4192,(256 512 1) (16 16 1),1048576.0,0.974549,0.9132,0.9986,2.505895,0.9191,38797320,114.88,33619968,6.397506,191.31,20971520,4.0,0.625,4196063,38.219,20971430,190.94,12608290,115.34,20971533,191.84,7602176,278.4,1.45,7318535,260.76,0.9954049999999999,115.07,12607488,191.41,191.37,0.5556,191.81,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.894206,278.24745
532,srad,1900,4000,input00,srad_cuda_1,3.8231,(256 512 1) (16 16 1),1048576.0,0.9783299999999999,0.9132,0.9986,2.177291,0.9191,38797320,104.8,33619968,6.397506,174.5,20971520,4.0,0.625,4197357,34.858000000000004,20971495,164.47,12608227,99.041,20972294,164.74,7602176,249.54,1.45,7318535,243.05,0.9954049999999999,101.9,12607488,169.51,169.7,0.5556,170.09,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.6425990000000001,251.29617
533,srad,1900,4500,input00,srad_cuda_1,3.4954,(256 512 1) (16 16 1),1048576.0,0.976036,0.9132,0.9984,2.402532,0.9191,38797320,114.89,33619968,6.397506,191.36,20971520,4.0,0.625,4196412,37.996,20970688,157.74,12608327,94.141,20974509,156.6,7602176,261.42,1.45,7318535,266.9,0.9954049999999999,114.92,12607488,191.17,191.82,0.5556,192.27,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.8050709999999999,270.47527
534,srad,1900,5000,input00,srad_cuda_1,3.3507,(256 512 1) (16 16 1),1048576.0,0.9753129999999999,0.9132,0.9986,2.458021,0.9191,38797320,117.67,33619968,6.397506,195.99,20971520,4.0,0.625,4196414,39.249,20971469,159.59,12608270,96.139,20972305,159.91,7602176,275.71,1.45,7318535,272.7,0.9954049999999999,117.89,12607488,196.1,195.87,0.5556,196.32,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.847882,277.64422
535,srad,1900,5500,input00,srad_cuda_1,3.2971,(256 512 1) (16 16 1),1048576.0,0.9747959999999999,0.9132,0.9988,2.492388,0.9191,38797320,119.46,33619968,6.397506,199.04,20971520,4.0,0.625,4196069,39.885999999999996,20972238,198.54,12608076,119.73,20972285,199.14,7602176,288.85,1.45,7318535,277.5,0.9954049999999999,119.41,12607488,198.63,180.91,0.5556,181.34,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.878857,284.4723400000001
536,srad,2000,4000,input00,srad_cuda_1,3.81,(256 512 1) (16 16 1),1048576.0,0.979397,0.9132,0.9985,2.086291,0.9191,38797320,106.16,33619968,6.397506,176.92,20971520,4.0,0.625,4197891,35.181,20973065,165.76,12608246,101.79,20974294,169.33,7602176,256.79,1.45,7318535,246.31,0.9954049999999999,102.51,12607488,170.51,171.39,0.5556,171.79,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.579991,254.74069999999998
537,srad,2000,4500,input00,srad_cuda_1,3.3939999999999997,(256 512 1) (16 16 1),1048576.0,0.9768389999999999,0.9132,0.9984,2.340574,0.9191,38797320,117.97,33619968,6.397506,194.97,20971520,4.0,0.625,4196662,39.400999999999996,20970366,196.45,12608030,117.46,20971544,195.37,7602176,284.78,1.45,7318535,275.21,0.9954049999999999,117.15,12607488,194.86,195.11,0.5556,195.56,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.792243,277.11744000000004
538,srad,2000,5000,input00,srad_cuda_1,3.2377,(256 512 1) (16 16 1),1048576.0,0.9762430000000001,0.9132,0.9987,2.370659,0.9191,38797320,119.73,33619968,6.397506,177.83,20971520,4.0,0.625,4196169,35.605,20969974,176.97,12608442,115.38,20971544,191.91,7602176,289.42,1.45,7318535,279.42,0.9954049999999999,120.11,12607488,199.79,199.87,0.5556,200.34,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.789337,285.08081
539,srad,2000,5500,input00,srad_cuda_1,3.1767,(256 512 1) (16 16 1),1048576.0,0.975039,0.9132,0.9985,2.472643,0.9191,38797320,124.91,33619968,6.397506,207.9,20971520,4.0,0.625,4232304,41.919,20971471,208.87,12659994,112.61,20971533,186.67,7602176,295.77,1.45,7318535,289.4,0.9954049999999999,125.47,12607488,208.7,208.73,0.5556,209.22,21020672,536870912,234881024,2684354545.0,1040187385,167772159,3091398670.0,2046820348,301989888,312856608,298.363312,1.863723,294.16572999999994
544,stereoDisparity,1600,4000,input00,stereoDisparityKernel,4.2847,(64 256 1) (32 8 1),131072.0,0.9949030000000001,0.9592,0.9979,2.3012759999999997,1.0,9306112,0.0,0,0.0,3.3407,524288,4.0,0.0,1048868,6.6832,530353,3.3705,47704010,308.47,526196,3.4031,149291008,3899.9,1.0,20054016,523.43,1.0,313.2,47678036,3.4431,3.4301,0.5832,566.12,86507520,0,0,0.0,0,0,3254779904.0,0,0,327942144,2502.0,1.7032909999999999,221.7637100000001
